date,vix_open,vix_high,vix_low,vix_close,vix_log_ret,vix_20d_std,vix_60d_mean,sigma_proxy,k_proxy,regime
2001-06-29,19.9,19.9,18.83,19.06,-0.04864025036958619,1.2344255002998525,23.45333333333333,0.1906,0.5718,normal
2001-07-02,19.75,19.75,18.74,18.76,-0.015864954647977214,1.3178974482908783,23.267,0.18760000000000002,0.5628000000000001,normal
2001-07-03,19.21,19.37,18.92,18.92,0.008492620045653876,1.3571269963461827,23.054166666666667,0.1892,0.5676,normal
2001-07-05,20.14,20.39,19.7,20.09,0.060002615203110565,1.3628912765074235,22.857166666666668,0.2009,0.6027,elevated
2001-07-06,20.96,21.9,20.96,21.63,0.07385906113812446,1.3531682122069644,22.726999999999997,0.2163,0.6488999999999999,elevated
2001-07-09,22.71,22.96,22.3,22.48,0.038544785060522724,1.3835937188887606,22.627333333333336,0.2248,0.6744,elevated
2001-07-10,22.28,23.26,22.28,23.25,0.03367910700787524,1.473434494820643,22.5795,0.2325,0.6975,elevated
2001-07-11,24.17,24.91,23.59,24.01,0.03216527819979653,1.6079624242797985,22.540833333333335,0.2401,0.7203,elevated
2001-07-12,23.29,23.29,22.09,22.09,-0.08334539280113606,1.6185275959798753,22.482166666666664,0.22089999999999999,0.6627,elevated
2001-07-13,22.03,22.12,21.02,21.14,-0.04395803698993417,1.5595373807980046,22.432333333333336,0.2114,0.6342,elevated
2001-07-16,21.69,22.91,21.58,22.91,0.0804065160233125,1.5651850403474195,22.4115,0.2291,0.6873,elevated
2001-07-17,23.54,23.6,22.46,22.61,-0.01318121017552576,1.532492294133966,22.365333333333336,0.2261,0.6782999999999999,elevated
2001-07-18,23.19,23.84,23.07,23.6,0.042854425741686075,1.607694982854574,22.28933333333333,0.23600000000000002,0.708,elevated
2001-07-19,22.58,23.07,21.84,22.51,-0.04728705711292358,1.630295097601715,22.189666666666664,0.22510000000000002,0.6753,elevated
2001-07-20,22.67,23.01,22.19,22.34,-0.007580861277586504,1.5842544319850167,22.105333333333338,0.2234,0.6702,elevated
2001-07-23,22.64,23.87,22.51,23.74,0.06078259554046728,1.6303002629483345,22.068333333333335,0.23739999999999997,0.7121999999999999,elevated
2001-07-24,24.2,25.61,24.16,25.24,0.061268648491490385,1.8047576743593183,22.08866666666667,0.25239999999999996,0.7571999999999999,elevated
2001-07-25,24.92,25.23,23.92,24.0,-0.050376207325066424,1.8615536097857097,22.064000000000004,0.24,0.72,elevated
2001-07-26,24.02,24.23,22.98,23.01,-0.042124926300671106,1.8572277019372276,22.04416666666667,0.23010000000000003,0.6903,elevated
2001-07-27,23.02,23.13,21.93,22.0,-0.04488645068895858,1.7932607025665124,22.007,0.22,0.6599999999999999,elevated
2001-07-30,22.48,23.03,22.48,22.69,0.030881845433434307,1.6390462566931563,21.955500000000004,0.22690000000000002,0.6807,elevated
2001-07-31,22.31,22.45,20.79,21.62,-0.04830548658068823,1.4192859583536477,21.917333333333332,0.2162,0.6486,elevated
2001-08-01,20.97,20.99,20.13,20.56,-0.05027137162409767,1.237686296450732,21.845666666666666,0.20559999999999998,0.6167999999999999,elevated
2001-08-02,20.33,20.48,19.69,20.09,-0.02312526176012142,1.237686296450732,21.77316666666667,0.2009,0.6027,elevated
2001-08-03,20.23,21.03,19.83,19.89,-0.01000508596096239,1.362539811103878,21.698833333333333,0.1989,0.5967,normal
2001-08-06,21.07,22.26,20.88,21.89,0.09581281866889091,1.3691160229182244,21.663666666666668,0.2189,0.6567,elevated
2001-08-07,21.43,21.51,20.73,21.01,-0.041031396677862375,1.392467990750258,21.6215,0.2101,0.6303,elevated
2001-08-08,21.52,22.57,20.72,22.32,0.060484622656201026,1.336421380128315,21.589166666666664,0.2232,0.6696,elevated
2001-08-09,22.02,22.43,21.64,21.75,-0.025869379978417317,1.3408928682827128,21.556500000000003,0.2175,0.6525,elevated
2001-08-10,20.56,21.53,20.37,20.55,-0.05675281659244913,1.3726205248589558,21.534166666666668,0.20550000000000002,0.6165,elevated
2001-08-13,20.58,20.69,20.24,20.42,-0.006346128205724,1.4185633948696441,21.516666666666666,0.20420000000000002,0.6126,elevated
2001-08-14,19.95,20.54,19.93,20.48,0.002933987434787344,1.4570607580442634,21.504166666666666,0.2048,0.6144,elevated
2001-08-15,20.14,20.91,19.84,20.91,0.020778713269235194,1.4239637044461164,21.506666666666668,0.2091,0.6273,elevated
2001-08-16,21.26,22.15,21.06,21.54,0.029684158287700324,1.4168381217199302,21.509833333333336,0.21539999999999998,0.6462,elevated
2001-08-17,21.94,24.24,21.91,23.84,0.10145317046890634,1.4848564523924468,21.539166666666667,0.2384,0.7152,elevated
2001-08-20,24.83,24.85,22.87,22.87,-0.04153883416245918,1.439471394206152,21.5775,0.22870000000000001,0.6861,elevated
2001-08-21,22.55,24.51,21.63,24.4,0.06475712426446645,1.3439478373339686,21.640833333333333,0.244,0.732,elevated
2001-08-22,22.71,23.28,22.34,22.44,-0.08373805164466042,1.2511190780135188,21.645833333333332,0.22440000000000002,0.6732,elevated
2001-08-23,22.05,22.36,21.85,22.23,-0.009402352678390624,1.2203731094697103,21.637,0.2223,0.6668999999999999,elevated
2001-08-24,21.3,21.31,19.7,19.71,-0.12031660681147649,1.2935120490562215,21.58816666666667,0.1971,0.5913,normal
2001-08-27,20.5,20.85,20.13,20.56,0.04222131942233576,1.2832663915103335,21.571,0.20559999999999998,0.6167999999999999,elevated
2001-08-28,20.9,22.12,20.9,22.0,0.06769501277135159,1.2886553579526028,21.581333333333337,0.22,0.6599999999999999,elevated
2001-08-29,21.85,23.26,21.84,23.03,0.045755260474277915,1.3146473411451214,21.63883333333333,0.2303,0.6909,elevated
2001-08-30,23.16,25.84,23.16,25.41,0.09834508349947857,1.5165017743411673,21.722500000000004,0.2541,0.7623,elevated
2001-08-31,25.31,25.47,24.41,24.92,-0.01947210341282002,1.5875880414876586,21.81,0.2492,0.7476,elevated
2001-09-04,26.11,26.17,24.19,25.85,0.036639907035185715,1.7919662825777865,21.908833333333334,0.2585,0.7755,elevated
2001-09-05,26.22,27.37,26.22,26.35,0.019157674032933336,1.9761229985160451,22.003,0.2635,0.7905,elevated
2001-09-06,27.23,28.73,27.23,28.61,0.08228803207464708,2.3899334388442948,22.134833333333336,0.2861,0.8583,elevated
2001-09-07,29.89,31.3,28.92,30.99,0.07990826473763812,2.977995572793846,22.293833333333335,0.3099,0.9297,stress
2001-09-10,33.11,33.34,31.84,31.84,0.027058789176525266,3.4507314251360954,22.43916666666667,0.3184,0.9551999999999999,stress
2001-09-17,43.2,44.33,39.77,41.76,0.271215582598201,5.178341636592141,22.755,0.41759999999999997,1.2528,stress
2001-09-18,41.07,42.17,38.87,38.87,-0.07171619871025126,5.9160987100765094,23.016666666666666,0.3887,1.1661,stress
2001-09-19,37.88,44.26,37.5,40.56,0.04255961441879608,6.631099694462085,23.320333333333334,0.4056,1.2168,stress
2001-09-20,41.4,43.76,41.17,43.74,0.07548065596569398,7.490908805802031,23.6875,0.4374,1.3122,stress
2001-09-21,48.93,49.35,42.66,42.66,-0.02500130220541763,8.098403351408564,24.075499999999998,0.4266,1.2797999999999998,stress
2001-09-24,41.32,41.49,37.2,37.75,-0.12227623734817072,8.194346831810337,24.371,0.3775,1.1325,stress
2001-09-25,37.06,37.26,35.81,35.81,-0.05275829168469226,8.2042892985765,24.623333333333335,0.35810000000000003,1.0743,stress
2001-09-26,35.0,35.74,34.49,35.26,-0.015478007040617303,8.061173660793672,24.857666666666667,0.35259999999999997,1.0577999999999999,stress
2001-09-27,35.45,36.11,33.99,34.0,-0.03638865235356237,7.8213213313621734,25.076333333333334,0.34,1.02,stress
2001-09-28,33.08,33.08,31.74,31.93,-0.06281451788947079,7.313986960827707,25.275,0.3193,0.9579,stress
2001-10-01,33.42,34.08,32.29,32.32,0.012140226926203646,6.791919424852152,25.496000000000002,0.3232,0.9696,stress
2001-10-02,32.41,32.64,31.16,31.18,-0.035909370023263776,6.326186678777078,25.703,0.3118,0.9354,stress
2001-10-03,32.4,32.47,31.15,31.34,0.005118373298244272,5.884564890233439,25.910000000000004,0.3134,0.9401999999999999,stress
2001-10-04,31.37,32.16,30.31,31.97,0.019902726143875338,5.581551826282123,26.107999999999997,0.3197,0.9591,stress
2001-10-05,32.68,34.39,32.64,33.39,0.04345849088381293,5.171780615691434,26.304,0.33390000000000003,1.0017,stress
2001-10-08,35.66,36.18,34.84,35.12,0.05051431481135271,4.773861809787426,26.514666666666667,0.35119999999999996,1.0535999999999999,stress
2001-10-09,35.25,35.53,34.48,34.83,-0.008291684389006182,4.343626031930306,26.707666666666668,0.3483,1.0449,stress
2001-10-10,34.17,34.17,31.34,31.6,-0.09732196378504332,4.152237697282789,26.834166666666665,0.316,0.948,stress
2001-10-11,30.93,32.16,30.83,31.5,-0.0031695747612792147,4.125558686248887,26.991,0.315,0.945,stress
2001-10-12,32.48,36.56,32.27,35.27,0.11304519841637362,4.041462866990438,27.226499999999998,0.3527,1.0581,stress
2001-10-15,36.75,36.95,35.24,35.31,0.0011334656923343012,3.767297614443133,27.43316666666667,0.3531,1.0593000000000001,stress
2001-10-16,34.81,35.32,32.85,32.88,-0.07130163975231607,3.699382452020238,27.604333333333333,0.32880000000000004,0.9864,stress
2001-10-17,32.44,35.09,32.44,35.08,0.06476659731600343,3.4545821592106263,27.795666666666666,0.3508,1.0524,stress
2001-10-18,35.42,35.61,34.85,34.95,-0.003712698824163141,2.717337851648109,28.003,0.34950000000000003,1.0485,stress
2001-10-19,34.76,35.46,33.89,34.11,-0.024327872249264804,1.8525118083293324,28.199166666666667,0.3411,1.0232999999999999,stress
2001-10-22,34.47,34.66,32.17,32.25,-0.05607255318877291,1.6266157958682397,28.341,0.3225,0.9674999999999999,stress
2001-10-23,32.24,32.46,31.3,32.0,-0.007782140442055052,1.5643713215150092,28.453666666666667,0.32,0.96,stress
2001-10-24,31.74,31.84,30.8,30.95,-0.033362903669121646,1.579056680426544,28.569499999999998,0.3095,0.9285,stress
2001-10-25,32.4,32.92,29.45,29.46,-0.04933958809612049,1.7588112013814863,28.677,0.29460000000000003,0.8838,elevated
2001-10-26,30.02,30.02,28.11,28.42,-0.03594028836552976,2.0143152813378853,28.784,0.2842,0.8526,elevated
2001-10-29,30.43,31.67,30.31,31.64,0.10732902023049862,2.0267055845177757,28.93316666666667,0.3164,0.9491999999999999,stress
2001-10-30,33.24,34.77,33.0,33.46,0.055928552659224806,2.0029117619894103,29.130499999999998,0.3346,1.0038,stress
2001-10-31,33.12,33.59,32.27,33.56,0.0029841860403272413,1.9805019964378872,29.34716666666667,0.3356,1.0068000000000001,stress
2001-11-01,33.97,34.57,32.0,32.31,-0.037958101762598506,1.9736593717734556,29.550833333333333,0.3231,0.9693,stress
2001-11-02,32.45,32.67,30.46,30.71,-0.050788445383675995,2.029159730165679,29.73116666666667,0.3071,0.9213,stress
2001-11-05,31.14,31.21,30.23,30.5,-0.006861650839364852,2.0105000032722358,29.874666666666666,0.305,0.9149999999999999,stress
2001-11-06,30.64,31.19,28.72,28.8,-0.05735129647146575,2.0991166061740336,30.0045,0.28800000000000003,0.864,elevated
2001-11-07,29.41,29.54,28.11,29.13,0.01139318382944321,2.2084418775045016,30.118,0.2913,0.8738999999999999,elevated
2001-11-08,28.51,28.88,27.43,28.62,-0.01766279684303873,2.3405610550958533,30.2325,0.2862,0.8586,elevated
2001-11-09,28.99,29.05,27.34,27.44,-0.04210397127062038,2.4133355384306827,30.347333333333335,0.27440000000000003,0.8232,elevated
2001-11-12,31.94,31.94,29.04,29.35,0.06729074341642116,2.2933723731887024,30.496166666666667,0.29350000000000004,0.8805000000000001,elevated
2001-11-13,27.95,28.02,26.34,26.47,-0.10328053003509563,2.4970097379823932,30.596,0.2647,0.7940999999999999,elevated
2001-11-14,26.27,27.04,26.26,26.56,0.0033943083692231646,2.4839558327287885,30.690166666666663,0.2656,0.7968,elevated
2001-11-15,26.33,26.46,25.53,25.56,-0.03837769509889899,2.4928434409430293,30.757166666666663,0.2556,0.7667999999999999,elevated
2001-11-16,25.76,25.95,25.03,25.07,-0.0193567173391318,2.5399235380120144,30.77766666666667,0.2507,0.7521,elevated
2001-11-19,25.43,25.43,24.46,24.46,-0.024632781911175794,2.7061183601142633,30.804166666666667,0.2446,0.7338,elevated
2001-11-20,24.35,24.48,23.5,24.12,-0.013997758400041693,2.8503969714299493,30.799500000000002,0.2412,0.7236,elevated
2001-11-21,23.86,24.42,23.84,24.19,0.002897952762951128,2.9834107556356244,30.828666666666667,0.2419,0.7257,elevated
2001-11-23,23.93,23.94,23.0,23.25,-0.03963419258857037,3.193094357977482,30.845666666666666,0.2325,0.6975,elevated
2001-11-26,24.22,24.74,23.75,23.79,0.022960192281500813,3.3393435771594513,30.913666666666664,0.2379,0.7137,elevated
2001-11-27,23.6,24.56,22.96,24.0,0.008788506033079457,3.3319298580473906,30.971,0.24,0.72,elevated
2001-11-28,24.57,25.91,24.29,25.9,0.07618913835754615,3.044708049265732,31.036,0.259,0.7769999999999999,elevated
2001-11-29,26.16,26.46,25.14,25.18,-0.02819294008929063,2.6761942243260712,31.071833333333334,0.2518,0.7554,elevated
2001-11-30,25.05,25.3,23.6,23.84,-0.05468518641905229,2.4104271296533546,31.045666666666666,0.2384,0.7152,elevated
2001-12-03,25.92,26.38,25.52,25.77,0.0778461824671246,2.1821042475942667,31.059833333333337,0.2577,0.7731,elevated
2001-12-04,25.41,25.75,24.08,24.08,-0.06782940422365336,1.9618677996130256,31.03033333333333,0.2408,0.7223999999999999,elevated
2001-12-05,23.15,23.15,22.58,23.02,-0.04501821714688381,1.9186727868916296,30.974833333333333,0.2302,0.6906,elevated
2001-12-06,23.5,24.14,23.35,23.71,0.02953349678357764,1.7531142215169109,30.893166666666666,0.2371,0.7113,elevated
2001-12-07,23.76,23.85,23.18,23.49,-0.009322101406492589,1.5977216508781749,30.768166666666666,0.2349,0.7046999999999999,elevated
2001-12-10,24.97,25.87,24.58,25.62,0.08679849779776694,1.4978977373571365,30.664499999999997,0.2562,0.7686,elevated
2001-12-11,25.25,25.58,24.22,25.3,-0.012568900735113964,1.074507965732112,30.39016666666667,0.253,0.759,elevated
2001-12-12,25.0,25.91,24.66,24.87,-0.017142137918161104,0.9895660931096516,30.156833333333335,0.2487,0.7461,elevated
2001-12-13,25.48,25.93,25.03,25.91,0.04096673675870521,0.9303269091536923,29.912666666666667,0.2591,0.7773,elevated
2001-12-14,25.28,25.53,24.23,24.63,-0.0506637824415721,0.9002865041054525,29.594166666666663,0.2463,0.7388999999999999,elevated
2001-12-17,25.02,25.06,23.96,24.26,-0.015136308616542138,0.8919492256027641,29.2875,0.2426,0.7278,elevated
2001-12-18,23.43,23.71,23.19,23.29,-0.040804819619654875,0.9301550521571011,29.046499999999998,0.2329,0.6987,elevated
2001-12-19,23.34,23.34,22.26,22.58,-0.03095952517473366,1.015352674016442,28.826000000000004,0.22579999999999997,0.6773999999999999,elevated
2001-12-20,22.56,23.69,22.48,23.67,0.04714386480437671,1.0258377834216779,28.63283333333333,0.23670000000000002,0.7101000000000001,elevated
2001-12-21,23.13,23.28,22.38,22.5,-0.05069311431551826,1.0788857556224294,28.441166666666664,0.225,0.6749999999999999,elevated
2001-12-24,23.06,23.11,22.62,22.62,0.005319161477600254,1.136493221319882,28.286,0.2262,0.6786,elevated
2001-12-26,22.36,22.42,22.01,22.29,-0.0146963232901971,1.2148999309021529,28.11883333333333,0.2229,0.6687,elevated
2001-12-27,22.01,22.01,21.59,21.59,-0.03190790287106138,1.2649813811822166,27.959,0.2159,0.6476999999999999,elevated
2001-12-28,21.4,21.59,21.12,21.4,-0.008839322498910285,1.345239559961372,27.793333333333333,0.214,0.6419999999999999,elevated
2001-12-31,22.5,23.8,22.46,23.8,0.1062946586496234,1.3450846187432979,27.65716666666667,0.23800000000000002,0.714,elevated
2002-01-02,23.78,24.2,22.71,22.71,-0.04688022455996199,1.271659090364293,27.479166666666668,0.2271,0.6813,elevated
2002-01-03,22.22,22.43,21.33,21.34,-0.06222211024386004,1.358137269242753,27.249499999999998,0.2134,0.6402,elevated
2002-01-04,20.97,21.53,20.4,20.45,-0.042600363384796225,1.511852384189629,27.009833333333333,0.2045,0.6134999999999999,elevated
2002-01-07,21.41,22.15,21.35,21.94,0.07032857235827317,1.5382563608124227,26.848833333333335,0.2194,0.6582,elevated
2002-01-08,21.63,22.29,21.28,21.83,-0.005026284285231775,1.5670387762645612,26.687666666666665,0.2183,0.6548999999999999,elevated
2002-01-09,21.3,22.42,20.66,22.13,0.013648983501106215,1.4662428713878572,26.468666666666667,0.2213,0.6638999999999999,elevated
2002-01-10,22.28,22.78,21.78,22.36,0.010339494223940093,1.3625296713334916,26.25283333333333,0.2236,0.6708,elevated
2002-01-11,22.29,22.84,21.92,22.6,0.010676257991341753,1.27339785819836,26.081500000000002,0.226,0.678,elevated
2002-01-14,23.94,24.04,23.24,23.58,0.04244898883098447,1.0509357985303434,25.889833333333335,0.23579999999999998,0.7073999999999999,elevated
2002-01-15,23.39,23.74,22.58,22.7,-0.03803397062186775,0.9348436401773265,25.68566666666667,0.22699999999999998,0.6809999999999999,elevated
2002-01-16,23.42,23.6,22.87,23.45,0.032505570404931294,0.8689877656464209,25.508,0.2345,0.7034999999999999,elevated
2002-01-17,23.34,23.55,22.13,22.25,-0.05252848628003903,0.8463635836864295,25.341333333333335,0.2225,0.6675,elevated
2002-01-18,22.97,23.07,22.22,22.52,0.012061794659240288,0.845758924218834,25.183333333333334,0.22519999999999998,0.6756,elevated
2002-01-22,22.93,23.83,22.76,23.61,0.04726654782593176,0.8410599515529948,25.061,0.2361,0.7082999999999999,elevated
2002-01-23,23.35,23.54,21.68,21.88,-0.07609737354364077,0.8479379011529052,24.93466666666667,0.2188,0.6564,elevated
2002-01-24,21.19,21.34,20.74,21.15,-0.033933072061493874,0.8863698883358168,24.813499999999998,0.2115,0.6345,elevated
2002-01-25,21.36,21.57,20.74,21.01,-0.006641390635377498,0.9306392822599421,24.63633333333333,0.2101,0.6303,elevated
2002-01-28,21.24,21.88,21.11,21.14,0.006168465585182581,0.9517456261224415,24.431,0.2114,0.6342,elevated
2002-01-29,20.92,24.99,20.69,24.35,0.14136486908650703,1.0463520590986657,24.277499999999996,0.24350000000000002,0.7305,elevated
2002-01-30,24.58,26.88,23.22,23.22,-0.04751787325885326,1.0112051174093013,24.125999999999998,0.2322,0.6965999999999999,elevated
2002-01-31,22.45,22.7,21.09,21.09,-0.09621498177906229,1.041976866093855,23.965666666666667,0.2109,0.6326999999999999,elevated
2002-02-01,21.12,21.43,20.95,21.12,0.0014214643473775546,1.0529702349974395,23.80933333333333,0.2112,0.6336,elevated
2002-02-04,22.77,25.15,22.69,24.87,0.16344179897725253,1.1236172789142833,23.74383333333333,0.2487,0.7461,elevated
2002-02-05,25.26,26.19,24.51,25.45,0.023053485181218303,1.3014545506353448,23.6825,0.2545,0.7635,elevated
2002-02-06,25.53,27.32,25.34,26.09,0.02483635615210522,1.4996430276993613,23.640333333333334,0.2609,0.7827,elevated
2002-02-07,25.99,26.54,24.24,25.11,-0.038285925979143265,1.5728448078162869,23.601499999999998,0.2511,0.7533,elevated
2002-02-08,24.56,24.67,23.07,23.26,-0.0765310260789751,1.567112245333641,23.5,0.23260000000000003,0.6978,elevated
2002-02-11,24.04,24.04,21.78,21.78,-0.065743029585704,1.5893172151988046,23.421833333333332,0.21780000000000002,0.6534,elevated
2002-02-12,22.3,22.44,21.44,21.62,-0.0073733052937523524,1.6107542365386778,23.3395,0.2162,0.6486,elevated
2002-02-13,20.92,21.17,20.55,20.85,-0.036264863966251504,1.6737348717923126,23.261,0.20850000000000002,0.6255000000000001,elevated
2002-02-14,21.92,21.92,21.32,21.77,0.043178927001645384,1.681062007685981,23.206,0.2177,0.6531,elevated
2002-02-15,21.98,22.79,21.54,22.37,0.027187900255582154,1.6795585259544463,23.171166666666668,0.2237,0.6711,elevated
2002-02-19,23.92,24.59,23.83,24.43,0.08809110976761092,1.7217777685321416,23.176333333333332,0.2443,0.7329,elevated
2002-02-20,23.78,24.94,22.62,22.66,-0.07521062966978898,1.7115763740515724,23.15083333333333,0.2266,0.6798,elevated
2002-02-21,22.59,23.96,21.9,23.8,0.04908432507756899,1.713405657563149,23.16,0.23800000000000002,0.714,elevated
2002-02-22,24.04,24.44,22.75,22.86,-0.04029692231076476,1.665744262295204,23.1445,0.2286,0.6858,elevated
2002-02-25,23.09,23.11,21.42,21.84,-0.04564550748996021,1.624902912079727,23.1085,0.2184,0.6552,elevated
2002-02-26,21.36,22.25,21.35,21.68,-0.007352974305258719,1.5968946839350142,23.038166666666665,0.2168,0.6504,elevated
2002-02-27,21.18,22.42,20.82,21.49,-0.008802465917026492,1.598731734186734,22.97666666666667,0.21489999999999998,0.6446999999999999,elevated
2002-02-28,21.12,21.59,20.71,21.59,0.004642533872297072,1.6212317442062534,22.939166666666665,0.2159,0.6476999999999999,elevated
2002-03-01,21.06,21.06,19.88,19.96,-0.07849997364339822,1.7011853452661692,22.842333333333332,0.1996,0.5988,normal
2002-03-04,20.69,20.95,20.35,20.5,0.026694615261044774,1.7373328014974296,22.782666666666668,0.205,0.615,elevated
2002-03-05,20.76,21.12,20.24,20.3,-0.009804000096620857,1.7372981897190392,22.737333333333332,0.203,0.609,elevated
2002-03-06,20.27,20.49,19.55,19.94,-0.017893121514049426,1.6757386431067036,22.674500000000002,0.19940000000000002,0.5982000000000001,normal
2002-03-07,20.72,20.81,19.97,20.04,0.005002511682971722,1.4689196710511938,22.617,0.2004,0.6012,elevated
2002-03-08,19.76,20.22,19.27,19.27,-0.03918079379038897,1.3729855099481247,22.511166666666668,0.19269999999999998,0.5781,normal
2002-03-11,20.66,20.77,19.56,19.84,0.02915061943045183,1.3683892759472869,22.420166666666667,0.1984,0.5952,normal
2002-03-12,20.52,20.57,19.51,19.59,-0.012680869900277614,1.4253051381523003,22.33216666666667,0.1959,0.5877,normal
2002-03-13,19.83,19.89,19.4,19.46,-0.006658155198590254,1.4820810404723406,22.224666666666668,0.1946,0.5838,normal
2002-03-14,19.45,19.56,18.98,19.2,-0.013450797724122943,1.5477606064046583,22.13416666666667,0.192,0.576,normal
2002-03-15,18.77,18.84,18.38,18.42,-0.041473248206575164,1.6525215182932878,22.036833333333334,0.18420000000000003,0.5526,normal
2002-03-18,18.79,19.4,18.74,18.93,0.027310934394070507,1.6770996267056006,21.964166666666667,0.1893,0.5679,normal
2002-03-19,18.5,18.66,18.09,18.16,-0.041526592048084066,1.541398117909879,21.8905,0.1816,0.5448,normal
2002-03-20,18.7,18.75,18.33,18.46,0.016384855901558915,1.5141239433384865,21.80366666666667,0.18460000000000001,0.5538,normal
2002-03-21,18.61,18.84,18.14,18.15,-0.016935668363846634,1.3368596351943565,21.731166666666663,0.1815,0.5445,normal
2002-03-22,18.34,18.38,17.62,17.77,-0.02115891854429952,1.2416393026544543,21.650333333333332,0.1777,0.5331,normal
2002-03-25,18.18,18.72,18.04,18.48,0.03917742404697799,1.1660607323722367,21.586833333333335,0.1848,0.5544,normal
2002-03-26,18.44,18.44,17.81,18.13,-0.01912104144677862,1.0946107214807035,21.529166666666665,0.1813,0.5438999999999999,normal
2002-03-27,18.1,18.16,17.55,17.7,-0.02400338518697609,1.037397934105231,21.467499999999998,0.177,0.5309999999999999,normal
2002-03-28,17.23,17.51,17.02,17.4,-0.017094433359300165,0.9473425435070826,21.360833333333336,0.174,0.5219999999999999,normal
2002-04-01,18.99,19.5,18.61,18.73,0.07365631023551389,0.9202532546170189,21.294500000000003,0.1873,0.5619,normal
2002-04-02,19.12,19.41,19.12,19.16,0.022698256086717272,0.8451488501731614,21.258166666666664,0.1916,0.5748,normal
2002-04-03,19.41,20.47,19.4,20.2,0.052857831864444815,0.8364100920642411,21.254,0.20199999999999999,0.606,elevated
2002-04-04,19.9,20.09,19.46,19.78,-0.021011278212593076,0.826153260919526,21.218,0.1978,0.5934,normal
2002-04-05,19.33,19.4,18.78,19.13,-0.03341354274240471,0.7805908693193998,21.173000000000002,0.1913,0.5739,normal
2002-04-08,20.35,20.46,19.57,19.61,0.024781856756093568,0.7949809663405538,21.130999999999997,0.1961,0.5882999999999999,normal
2002-04-09,19.31,19.73,19.3,19.47,-0.0071648208241468225,0.7738983681415699,21.082833333333333,0.19469999999999998,0.5841,normal
2002-04-10,19.22,19.28,18.17,18.19,-0.0680028268540771,0.7615653892522515,21.009333333333334,0.1819,0.5457,normal
2002-04-11,18.72,20.35,18.56,20.3,0.10974889351771067,0.8246930848577484,20.954666666666665,0.203,0.609,elevated
2002-04-12,19.96,20.19,19.31,19.42,-0.04431742318456289,0.832184664477263,20.9,0.1942,0.5826,normal
2002-04-15,20.13,20.2,19.47,19.82,0.020388066038663055,0.858808691399139,20.839499999999997,0.19820000000000002,0.5946,normal
2002-04-16,18.58,19.03,18.06,18.11,-0.09022725700651968,0.8741990318972432,20.770500000000002,0.18109999999999998,0.5433,normal
2002-04-17,18.34,19.03,17.9,18.43,0.01751549978640954,0.8657008113306213,20.702333333333332,0.1843,0.5529,normal
2002-04-18,17.82,19.8,17.82,19.29,0.045607055235906024,0.8673266549100378,20.630333333333333,0.1929,0.5787,normal
2002-04-19,18.41,18.96,17.73,18.3,-0.05268576707026229,0.8614608156171412,20.570666666666668,0.183,0.549,normal
2002-04-22,19.41,20.09,19.34,19.77,0.07726457733514991,0.8428079633935128,20.547666666666668,0.1977,0.5931,normal
2002-04-23,19.23,20.33,19.2,20.28,0.025469541540457108,0.8827761234945901,20.535500000000003,0.2028,0.6084,elevated
2002-04-24,20.01,20.86,19.71,20.77,0.02387445916503861,0.9322304887805973,20.529333333333334,0.2077,0.6231,elevated
2002-04-25,21.56,21.7,20.86,20.95,0.008629008480125488,0.9414964292642565,20.47266666666667,0.2095,0.6285,elevated
2002-04-26,20.72,22.14,20.67,22.14,0.0552472809123441,1.0169090162693686,20.454666666666665,0.2214,0.6642,elevated
2002-04-29,23.23,24.5,22.91,24.05,0.08274906927127956,1.4022210764961027,20.503999999999998,0.24050000000000002,0.7215,elevated
2002-04-30,24.03,24.03,21.64,21.91,-0.0931918429443952,1.463609093627398,20.517166666666665,0.2191,0.6573,elevated
2002-05-01,21.44,22.03,19.91,20.06,-0.08821537107358557,1.462916697272726,20.437,0.2006,0.6017999999999999,elevated
2002-05-02,20.11,20.51,19.91,20.07,0.0004983802744571442,1.4621731303643006,20.347333333333335,0.2007,0.6021,elevated
2002-05-03,20.25,20.96,20.05,20.19,0.005961269516499446,1.4479868965681333,20.249,0.20190000000000002,0.6057,elevated
2002-05-06,20.99,22.57,20.83,22.56,0.11099099430511217,1.5469780388334506,20.206500000000002,0.2256,0.6768,elevated
2002-05-07,22.38,22.59,21.64,21.94,-0.027866971782774197,1.5834601518929894,20.1845,0.2194,0.6582,elevated
2002-05-08,21.3,21.31,20.21,20.39,-0.07326687026072021,1.5014479853238174,20.161333333333335,0.2039,0.6117,elevated
2002-05-09,20.84,21.62,20.83,21.56,0.05579516145443231,1.5216731615322905,20.16033333333333,0.21559999999999999,0.6467999999999999,elevated
2002-05-10,21.83,22.71,21.77,22.41,0.03866754177203946,1.55641287987247,20.186333333333334,0.2241,0.6723,elevated
2002-05-13,22.25,22.25,20.67,20.72,-0.0784078704215534,1.5441144626243029,20.168833333333335,0.2072,0.6215999999999999,elevated
2002-05-14,19.87,20.08,19.2,19.35,-0.0684069979154911,1.4573122340012588,20.118499999999997,0.1935,0.5805,normal
2002-05-15,19.5,19.65,18.5,19.19,-0.008303109456182511,1.4023120007222831,20.031166666666667,0.19190000000000002,0.5757,normal
2002-05-16,19.31,19.31,18.48,18.5,-0.03661857793532963,1.4569957374504177,19.961833333333335,0.185,0.5549999999999999,normal
